Timestamp,Count
02-10-2023 18:43,0
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:43,1
02-10-2023 18:52,0
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
02-10-2023 18:52,1
2023-10-02 19:05:27,0
2023-10-02 19:05:29,1
2023-10-02 19:05:30,1
2023-10-02 19:05:30,1
2023-10-02 19:05:30,1
2023-10-02 19:05:30,1
2023-10-02 19:05:30,1
2023-10-02 19:05:30,1
2023-10-02 19:05:31,1
2023-10-02 19:05:31,1
2023-10-02 19:05:31,1
2023-10-02 19:05:31,1
2023-10-02 19:05:31,1
2023-10-02 19:05:31,1
2023-10-02 19:05:32,1
2023-10-02 19:05:32,1
2023-10-02 19:05:32,1
2023-10-02 19:05:32,1
2023-10-02 19:05:32,1
2023-10-02 19:05:32,1
2023-10-02 19:05:32,1
2023-10-02 19:05:33,1
2023-10-02 19:05:33,1
2023-10-02 19:05:33,1
2023-10-02 19:05:33,1
2023-10-02 19:05:33,1
2023-10-02 19:05:33,1
2023-10-02 19:05:34,1
2023-10-02 19:05:34,1
2023-10-02 19:05:34,1
2023-10-02 19:05:34,1
2023-10-02 19:05:34,1
2023-10-02 19:05:34,1
2023-10-02 19:05:34,1
2023-10-02 19:05:34,1
2023-10-02 19:05:35,1
2023-10-02 19:05:35,1
2023-10-02 19:05:35,1
2023-10-02 19:05:35,1
2023-10-02 19:05:35,1
2023-10-02 19:05:35,1
2023-10-02 19:05:35,1
2023-10-02 19:05:36,1
2023-10-02 19:05:36,1
2023-10-02 19:05:36,1
2023-10-02 19:05:36,1
2023-10-02 19:05:36,1
2023-10-02 19:05:36,1
2023-10-02 19:05:36,1
2023-10-02 19:05:36,1
2023-10-02 19:05:37,1
2023-10-02 19:05:37,1
2023-10-02 19:05:37,1
2023-10-02 19:05:37,1
2023-10-02 19:05:37,1
2023-10-02 19:05:37,1
2023-10-02 19:05:37,1
2023-10-02 19:05:38,1
2023-10-02 19:05:38,1
2023-10-02 19:05:38,1
2023-10-02 19:05:38,1
2023-10-02 19:05:38,1
2023-10-02 19:05:38,1
2023-10-02 19:05:38,1
2023-10-02 19:05:39,1
2023-10-02 19:05:39,1
2023-10-02 19:05:39,1
2023-10-02 19:05:39,1
2023-10-02 19:05:39,1
2023-10-02 19:05:39,1
2023-10-02 19:05:39,1
2023-10-02 19:05:40,1
2023-10-02 19:05:40,1
2023-10-02 19:05:40,1
2023-10-02 19:05:40,1
2023-10-02 19:05:40,1
2023-10-02 19:05:40,1
2023-10-02 19:05:40,1
2023-10-02 19:05:40,1
2023-10-02 19:05:41,1
2023-10-02 19:05:41,1
2023-10-02 19:05:41,1
2023-10-02 19:05:41,1
2023-10-02 19:05:41,1
2023-10-02 19:05:41,1
2023-10-02 19:05:41,1
2023-10-02 19:05:42,1
2023-10-02 19:05:42,1
2023-10-02 19:05:42,1
2023-10-02 19:05:42,1
2023-10-02 19:05:42,1
2023-10-02 19:05:42,1
2023-10-02 19:05:42,1
2023-10-02 19:05:43,1
2023-10-02 19:05:43,1
2023-10-02 19:05:43,1
2023-10-02 19:05:43,1
2023-10-02 19:05:43,1
2023-10-02 19:05:43,1
2023-10-02 19:05:43,1
2023-10-02 19:05:44,1
2023-10-02 19:05:44,1
2023-10-02 19:05:44,1
2023-10-02 19:05:44,1
2023-10-02 19:05:44,1
2023-10-02 19:05:44,1
2023-10-02 19:05:45,1
2023-10-02 19:05:45,1
2023-10-02 19:05:45,1
2023-10-02 19:08:25,0
2023-10-02 19:08:28,1
2023-10-02 19:08:28,1
2023-10-02 19:08:28,1
2023-10-02 19:08:28,1
2023-10-02 19:08:28,1
2023-10-02 19:08:29,1
2023-10-02 19:08:29,1
2023-10-02 19:08:29,1
2023-10-02 19:08:29,1
2023-10-02 19:08:29,1
2023-10-02 19:08:30,1
2023-10-02 19:08:30,1
2023-10-02 19:08:30,1
2023-10-02 19:08:30,1
2023-10-02 19:08:30,1
2023-10-02 19:08:31,1
2023-10-02 19:08:31,1
2023-10-02 19:08:31,1
2023-10-02 19:08:31,1
2023-10-02 19:08:31,1
2023-10-02 19:08:32,1
2023-10-02 19:08:32,1
2023-10-02 19:08:32,1
2023-10-02 19:08:32,1
2023-10-02 19:08:32,1
2023-10-02 19:08:32,1
2023-10-02 19:08:33,1
2023-10-02 19:08:33,1
2023-10-02 19:08:33,1
2023-10-02 19:08:33,1
2023-10-02 19:08:33,1
2023-10-02 19:08:33,1
2023-10-02 19:08:34,1
2023-10-02 19:08:34,1
2023-10-02 19:08:34,1
2023-10-02 19:08:34,1
2023-10-02 19:08:34,1
2023-10-02 19:08:34,1
2023-10-02 19:08:35,1
2023-10-02 19:08:35,1
2023-10-02 19:08:35,1
2023-10-02 19:08:35,1
2023-10-02 19:08:35,1
2023-10-02 19:08:35,1
2023-10-02 19:08:36,1
2023-10-02 19:08:36,1
2023-10-02 19:08:36,1
2023-10-02 19:08:36,1
2023-10-02 19:08:36,1
2023-10-02 19:08:36,1
2023-10-02 19:08:37,1
2023-10-02 19:08:37,1
2023-10-02 19:08:37,1
2023-10-02 19:08:37,1
2023-10-02 19:08:37,1
2023-10-02 19:08:37,1
2023-10-02 19:08:38,1
2023-10-02 19:08:38,1
2023-10-02 19:08:38,1
2023-10-02 19:08:38,1
2023-10-02 19:08:38,1
2023-10-02 19:08:38,1
2023-10-02 19:08:39,1
2023-10-02 19:08:39,1
2023-10-02 19:08:39,1
2023-10-02 19:08:39,1
2023-10-02 19:08:39,1
2023-10-02 19:08:39,1
2023-10-02 19:08:40,1
2023-10-02 19:08:40,1
2023-10-02 19:08:40,1
2023-10-02 19:08:40,1
2023-10-02 19:08:40,1
2023-10-02 19:08:40,1
2023-10-02 19:08:41,1
2023-10-02 19:08:41,1
2023-10-02 19:08:41,1
2023-10-02 19:08:41,1
2023-10-02 19:08:41,1
2023-10-02 19:08:41,1
2023-10-02 19:08:42,1
2023-10-02 19:08:42,1
2023-10-02 19:08:42,1
2023-10-02 19:08:42,1
2023-10-02 19:08:42,1
2023-10-02 19:08:43,1
2023-10-02 19:08:43,1
2023-10-02 19:08:43,1
2023-10-02 19:08:43,1
2023-10-02 19:08:43,1
2023-10-02 19:08:44,1
2023-10-02 19:08:44,1
2023-10-02 19:08:44,1
2023-10-02 19:08:44,1
2023-10-02 19:08:44,1
2023-10-02 19:08:45,1
2023-10-02 19:08:45,1
2023-10-02 19:08:45,1
2023-10-02 19:08:45,1
2023-10-02 19:08:45,1
2023-10-02 19:08:46,1
2023-10-02 19:08:46,1
2023-10-02 19:08:46,1
2023-10-02 19:08:46,1
2023-10-02 19:08:46,1
2023-10-02 19:08:47,1
2023-10-02 19:08:47,1
2023-10-02 19:08:47,1
2023-10-02 19:08:47,1
2023-10-02 19:08:48,1
2023-10-02 19:08:48,1
2023-10-02 19:08:48,1
2023-10-02 19:08:48,1
2023-10-02 19:08:49,1
2023-10-02 19:08:49,1
2023-10-02 19:08:49,1
2023-10-02 19:08:49,1
2023-10-02 19:08:49,1
2023-10-02 19:08:50,1
2023-10-02 19:08:50,1
2023-10-02 19:08:50,1
2023-10-02 21:59:39,0
2023-10-02 21:59:42,1
2023-10-02 21:59:42,1
2023-10-02 21:59:42,1
2023-10-02 21:59:43,1
2023-10-02 21:59:43,1
2023-10-02 21:59:44,1
2023-10-02 21:59:44,1
2023-10-02 21:59:44,1
2023-10-02 21:59:45,1
2023-10-02 21:59:45,1
2023-10-02 21:59:45,1
2023-10-02 21:59:46,1
2023-10-02 21:59:46,1
2023-10-02 21:59:46,1
2023-10-02 21:59:47,1
2023-10-02 21:59:47,1
2023-10-02 21:59:47,1
2023-10-02 21:59:48,1
2023-10-02 21:59:48,1
2023-10-02 21:59:48,1
2023-10-02 21:59:49,1
2023-10-02 21:59:49,1
2023-10-02 21:59:50,1
2023-10-02 21:59:50,1
2023-10-02 21:59:50,1
2023-10-02 21:59:51,1
2023-10-02 21:59:51,1
2023-10-02 21:59:51,1
2023-10-02 21:59:52,1
2023-10-02 21:59:52,1
2023-10-02 21:59:52,1
2023-10-02 21:59:53,1
2023-10-02 21:59:53,1
2023-10-02 22:13:00,0
2023-10-02 22:13:03,1
2023-10-02 22:13:03,1
2023-10-02 22:13:04,1
2023-10-02 22:13:04,1
2023-10-02 22:13:04,1
2023-10-02 22:13:04,1
2023-10-02 22:13:04,1
2023-10-02 22:13:05,1
2023-10-02 22:13:05,1
2023-10-02 22:13:05,1
2023-10-02 22:13:05,1
2023-10-02 22:13:05,1
2023-10-02 22:13:06,1
2023-10-02 22:13:06,1
2023-10-02 22:13:06,1
2023-10-02 22:13:06,1
2023-10-02 22:13:06,1
2023-10-02 22:13:07,1
2023-10-02 22:13:07,1
2023-10-02 22:13:07,1
2023-10-02 22:13:07,1
2023-10-02 22:13:07,1
2023-10-02 22:13:07,1
2023-10-02 22:13:08,1
2023-10-02 22:13:08,1
2023-10-02 22:13:08,1
2023-10-02 22:13:08,1
2023-10-02 22:13:08,1
2023-10-02 22:13:09,1
2023-10-02 22:13:09,1
